hospitalId,hospital_name,resourceType,ts,used,on_hand,total_quantity,available,borrow_quantity,urgency_level,transfer_in_qty,transfer_out_qty,hospital_latitude,hospital_longitude,district,state
KA_NIMHANS,NIMHANS Bengaluru,bed,21-06-2023,431,1119,1102,688,17,Low,10,12,12.943,77.5966,Bangalore Urban,Karnataka
DL_AIIMS,AIIMS Delhi,bed,28-09-2024,390,613,586,223,27,Medium,19,23,28.5672,77.21,New Delhi,Delhi
KL_MCH,Med Coll Thiruvananthapuram,ambulance,09-06-2024,20,61,78,41,15,Low,15,13,8.5241,76.9366,Thiruvananthapuram,Kerala
DL_AIIMS,AIIMS Delhi,bed,28-09-2024,390,613,586,223,27,Medium,19,23,28.5672,77.21,New Delhi,Delhi
TN_CMC,Christian Medical College,ambulance,03-09-2021,20,73,89,54,18,Low,11,15,12.926,79.1356,Vellore,Tamil Nadu
UP_SGPGIMS,SGPGIMS Lucknow,ventilator,11-02-2021,46,191,195,145,19,Low,13,13,26.8467,80.9462,Lucknow,Uttar Pradesh
MH_KEM,KEM Hospital,bed,07-04-2015,425,799,767,374,32,Medium,30,22,18.9782,72.8168,Mumbai,Maharashtra
GJ_Civil,Civil Hospital Ahmedabad,bed,07-06-2015,415,773,762,358,11,Low,10,11,23.0225,72.5714,Ahmedabad,Gujarat
MH_KEM,KEM Hospital,ambulance,01-01-2015,29,122,137,93,18,Medium,11,14,18.9782,72.8168,Mumbai,Maharashtra
HR_PGIMS,PGIMS Rohtak,ambulance,28-02-2019,29,193,208,164,19,Low,19,13,28.8955,76.6066,Rohtak,Haryana
MP_Hamidia,Hamidia Hospital Bhopal,bed,15-02-2024,415,843,820,428,23,Medium,12,21,23.2599,77.4126,Bhopal,Madhya Pradesh
BR_PMCH,PMCH Patna,ambulance,28-02-2018,30,138,144,108,14,Low,11,11,25.61,85.1415,Patna,Bihar
RJ_SMS,SMS Hospital Jaipur,ventilator,15-07-2017,46,197,201,151,20,High,19,20,26.9124,75.7873,Jaipur,Rajasthan
CH_GMCH,GMCH Chandigarh,ventilator,03-05-2015,56,203,184,147,26,Low,18,18,30.7333,76.7794,Chandigarh,Chandigarh
DL_AIIMS,AIIMS Delhi,oxygen,01-08-2022,215,751,723,536,28,Low,15,27,28.5672,77.21,New Delhi,Delhi
DL_AIIMS,AIIMS Delhi,oxygen,14-04-2019,210,723,707,513,16,Low,12,13,28.5672,77.21,New Delhi,Delhi
HR_PGIMS,PGIMS Rohtak,ventilator,25-05-2023,49,313,314,264,27,Medium,21,20,28.8955,76.6066,Rohtak,Haryana
AS_Gauhati,Gauhati Medical College,ambulance,21-11-2020,25,92,102,67,16,Medium,10,16,26.1445,91.7362,Guwahati,Assam
UK_Haldwani,GMCH Haldwani,ambulance,27-06-2016,20,37,76,31,17,High,15,13,29.2183,79.5126,Nainital,Uttarakhand
TN_CMC,Christian Medical College,ventilator,15-09-2022,45,266,252,221,17,Medium,15,17,12.926,79.1356,Vellore,Tamil Nadu
HP_IGMC,IGMC Shimla,ventilator,21-10-2021,46,174,177,128,28,High,14,25,31.1048,77.1734,Shimla,Himachal Pradesh
TS_Gandhi,Gandhi Hospital Hyderabad,ambulance,14-03-2015,30,124,133,94,20,Medium,10,19,17.385,78.4867,Hyderabad,Telangana
KA_NIMHANS,NIMHANS Bengaluru,bed,07-04-2022,428,1220,1190,792,30,Medium,23,27,12.943,77.5966,Bangalore Urban,Karnataka
GJ_Civil,Civil Hospital Ahmedabad,ambulance,17-07-2019,22,188,191,166,14,Low,12,10,23.0225,72.5714,Ahmedabad,Gujarat
KA_NIMHANS,NIMHANS Bengaluru,bed,12-12-2017,439,1087,1052,648,35,Low,35,18,12.943,77.5966,Bangalore Urban,Karnataka
UK_Haldwani,GMCH Haldwani,ventilator,01-04-2017,61,271,249,210,22,Medium,16,10,29.2183,79.5126,Nainital,Uttarakhand
KA_NIMHANS,NIMHANS Bengaluru,oxygen,08-06-2022,214,987,946,773,41,Low,25,30,12.943,77.5966,Bangalore Urban,Karnataka
DL_AIIMS,AIIMS Delhi,ventilator,21-07-2020,53,164,153,111,25,Low,23,21,28.5672,77.21,New Delhi,Delhi
BR_PMCH,PMCH Patna,bed,14-09-2016,431,631,386,200,41,Low,23,38,25.61,85.1415,Patna,Bihar
TS_Gandhi,Gandhi Hospital Hyderabad,ambulance,19-11-2020,29,104,98,75,15,Low,13,10,17.385,78.4867,Hyderabad,Telangana
UK_Haldwani,GMCH Haldwani,bed,18-12-2018,413,871,799,458,72,Low,23,68,29.2183,79.5126,Nainital,Uttarakhand
OR_SCB,SCB Med Coll Cuttack,ventilator,18-05-2021,25,179,200,154,25,Low,11,17,20.4625,85.8828,Cuttack,Odisha
TN_CMC,Christian Medical College,ambulance,05-10-2018,21,138,162,117,15,Low,11,15,12.926,79.1356,Vellore,Tamil Nadu
HP_IGMC,IGMC Shimla,ventilator,08-05-2020,43,200,199,157,26,Low,11,19,31.1048,77.1734,Shimla,Himachal Pradesh
TN_CMC,Christian Medical College,oxygen,12-01-2015,189,809,795,620,14,Low,10,10,12.926,79.1356,Vellore,Tamil Nadu
WB_CMCH,Calcutta Medical College,ambulance,23-08-2023,33,146,156,113,12,Medium,12,12,22.5726,88.3639,Kolkata,West Bengal
KA_NIMHANS,NIMHANS Bengaluru,bed,02-04-2015,439,1052,993,613,59,Low,17,29,12.943,77.5966,Bangalore Urban,Karnataka
HR_PGIMS,PGIMS Rohtak,bed,28-08-2022,359,844,833,485,11,Low,10,11,28.8955,76.6066,Rohtak,Haryana
JH_RIMS,RIMS Ranchi,ventilator,15-09-2018,62,324,305,262,19,Medium,13,10,23.3441,85.3096,Ranchi,Jharkhand
TN_CMC,Christian Medical College,ambulance,05-10-2018,21,138,162,117,15,Low,11,15,12.926,79.1356,Vellore,Tamil Nadu
AS_Gauhati,Gauhati Medical College,ambulance,09-12-2017,25,126,140,101,15,High,13,14,26.1445,91.7362,Guwahati,Assam
AS_Gauhati,Gauhati Medical College,oxygen,19-02-2019,231,1016,981,785,35,Medium,12,30,26.1445,91.7362,Guwahati,Assam
UP_SGPGIMS,SGPGIMS Lucknow,bed,22-12-2016,428,960,918,532,42,High,13,14,26.8467,80.9462,Lucknow,Uttar Pradesh
HP_IGMC,IGMC Shimla,oxygen,22-06-2020,231,468,418,237,50,High,48,29,31.1048,77.1734,Shimla,Himachal Pradesh
AS_Gauhati,Gauhati Medical College,ambulance,13-02-2021,25,76,73,51,15,Low,14,15,26.1445,91.7362,Guwahati,Assam
BR_PMCH,PMCH Patna,oxygen,15-11-2020,220,999,984,779,15,Medium,13,12,25.61,85.1415,Patna,Bihar
PB_PGI,PGIMER Chandigarh,ambulance,05-12-2021,26,72,70,46,11,Low,10,11,30.75,76.78,Chandigarh,Punjab
TS_Gandhi,Gandhi Hospital Hyderabad,ambulance,08-02-2019,31,189,195,158,17,High,14,15,17.385,78.4867,Hyderabad,Telangana
BR_PMCH,PMCH Patna,ambulance,03-05-2020,29,100,102,71,12,High,11,12,25.61,85.1415,Patna,Bihar
UP_SGPGIMS,SGPGIMS Lucknow,bed,03-01-2015,447,1085,1066,638,19,High,13,16,26.8467,80.9462,Lucknow,Uttar Pradesh
GJ_Civil,Civil Hospital Ahmedabad,oxygen,04-10-2024,219,758,747,539,11,High,10,10,23.0225,72.5714,Ahmedabad,Gujarat
HR_PGIMS,PGIMS Rohtak,ventilator,09-06-2019,48,336,313,288,23,Low,12,19,28.8955,76.6066,Rohtak,Haryana
BR_PMCH,PMCH Patna,bed,26-02-2019,450,946,923,496,23,High,18,21,25.61,85.1415,Patna,Bihar
KA_NIMHANS,NIMHANS Bengaluru,bed,26-10-2016,425,884,855,459,29,High,13,26,12.943,77.5966,Bangalore Urban,Karnataka
JH_RIMS,RIMS Ranchi,bed,21-02-2016,395,595,547,200,26,High,17,21,23.3441,85.3096,Ranchi,Jharkhand
DL_AIIMS,AIIMS Delhi,bed,28-09-2024,390,613,586,223,27,Medium,19,23,28.5672,77.21,New Delhi,Delhi
RJ_SMS,SMS Hospital Jaipur,oxygen,21-07-2016,214,390,367,176,23,High,19,11,26.9124,75.7873,Jaipur,Rajasthan
KL_MCH,Med Coll Thiruvananthapuram,oxygen,01-03-2016,189,378,297,189,81,Medium,42,40,8.5241,76.9366,Thiruvananthapuram,Kerala
KL_MCH,Med Coll Thiruvananthapuram,bed,06-12-2016,404,792,724,388,68,Low,38,45,8.5241,76.9366,Thiruvananthapuram,Kerala
HR_PGIMS,PGIMS Rohtak,ventilator,27-04-2020,50,237,223,187,14,Medium,13,10,28.8955,76.6066,Rohtak,Haryana
RJ_SMS,SMS Hospital Jaipur,ambulance,24-04-2020,21,100,115,79,16,Medium,10,16,26.9124,75.7873,Jaipur,Rajasthan
JH_RIMS,RIMS Ranchi,ambulance,06-03-2019,32,158,176,126,14,Low,10,14,23.3441,85.3096,Ranchi,Jharkhand
PB_PGI,PGIMER Chandigarh,ventilator,19-02-2019,69,286,275,217,11,High,11,11,30.75,76.78,Chandigarh,Punjab
AS_Gauhati,Gauhati Medical College,ventilator,25-11-2019,58,292,280,234,12,High,11,10,26.1445,91.7362,Guwahati,Assam
DL_AIIMS,AIIMS Delhi,ventilator,25-09-2018,55,237,218,182,28,Low,21,16,28.5672,77.21,New Delhi,Delhi
MH_KEM,KEM Hospital,ambulance,08-03-2018,30,160,156,130,19,Medium,10,11,18.9782,72.8168,Mumbai,Maharashtra
MP_Hamidia,Hamidia Hospital Bhopal,oxygen,13-11-2018,170,538,506,368,32,Medium,30,25,23.2599,77.4126,Bhopal,Madhya Pradesh
MP_Hamidia,Hamidia Hospital Bhopal,ambulance,08-10-2024,20,54,69,34,14,Medium,14,13,23.2599,77.4126,Bhopal,Madhya Pradesh
RJ_SMS,SMS Hospital Jaipur,ambulance,24-04-2020,21,100,115,79,16,Medium,10,16,26.9124,75.7873,Jaipur,Rajasthan
KA_NIMHANS,NIMHANS Bengaluru,ventilator,18-11-2022,37,347,340,310,13,Medium,12,10,12.943,77.5966,Bangalore Urban,Karnataka
GJ_Civil,Civil Hospital Ahmedabad,ventilator,07-12-2020,24,159,176,135,22,Low,21,14,23.0225,72.5714,Ahmedabad,Gujarat
TN_CMC,Christian Medical College,ventilator,04-12-2015,38,181,185,143,10,Low,10,10,12.926,79.1356,Vellore,Tamil Nadu
KA_NIMHANS,NIMHANS Bengaluru,ambulance,01-08-2018,26,132,152,106,13,High,12,10,12.943,77.5966,Bangalore Urban,Karnataka
GJ_Civil,Civil Hospital Ahmedabad,ventilator,06-11-2024,24,111,137,87,30,High,20,17,23.0225,72.5714,Ahmedabad,Gujarat
UP_SGPGIMS,SGPGIMS Lucknow,ventilator,02-02-2020,46,206,191,160,15,High,11,15,26.8467,80.9462,Lucknow,Uttar Pradesh
UK_Haldwani,GMCH Haldwani,ambulance,11-12-2017,20,120,135,100,20,Low,13,12,29.2183,79.5126,Nainital,Uttarakhand
JH_RIMS,RIMS Ranchi,oxygen,11-03-2021,206,725,704,519,21,Low,12,13,23.3441,85.3096,Ranchi,Jharkhand
TN_CMC,Christian Medical College,ventilator,15-09-2022,45,266,252,221,17,Medium,15,17,12.926,79.1356,Vellore,Tamil Nadu
CH_GMCH,GMCH Chandigarh,ventilator,21-11-2019,51,285,264,234,21,Low,18,19,30.7333,76.7794,Chandigarh,Chandigarh
BR_PMCH,PMCH Patna,oxygen,01-08-2019,224,1320,1250,1096,70,Medium,49,30,25.61,85.1415,Patna,Bihar
HP_IGMC,IGMC Shimla,ventilator,03-11-2022,40,358,350,318,29,Low,11,14,31.1048,77.1734,Shimla,Himachal Pradesh
OR_SCB,SCB Med Coll Cuttack,ambulance,03-08-2015,32,106,113,74,16,High,13,10,20.4625,85.8828,Cuttack,Odisha
CH_GMCH,GMCH Chandigarh,ventilator,03-05-2015,56,203,184,147,26,Low,18,18,30.7333,76.7794,Chandigarh,Chandigarh
OR_SCB,SCB Med Coll Cuttack,bed,22-09-2021,381,1096,1032,715,64,Low,55,44,20.4625,85.8828,Cuttack,Odisha
RJ_SMS,SMS Hospital Jaipur,ambulance,15-01-2018,22,146,165,124,17,Low,12,14,26.9124,75.7873,Jaipur,Rajasthan
GJ_Civil,Civil Hospital Ahmedabad,bed,17-04-2016,412,612,496,200,18,Medium,14,16,23.0225,72.5714,Ahmedabad,Gujarat
AS_Gauhati,Gauhati Medical College,bed,01-05-2023,400,1331,1266,931,65,Low,15,60,26.1445,91.7362,Guwahati,Assam
GJ_Civil,Civil Hospital Ahmedabad,ventilator,07-12-2020,24,159,176,135,22,Low,21,14,23.0225,72.5714,Ahmedabad,Gujarat
PB_PGI,PGIMER Chandigarh,ventilator,23-04-2022,68,298,286,230,12,Medium,10,10,30.75,76.78,Chandigarh,Punjab
UP_SGPGIMS,SGPGIMS Lucknow,bed,06-07-2022,441,1304,1252,863,52,Low,10,32,26.8467,80.9462,Lucknow,Uttar Pradesh
KA_NIMHANS,NIMHANS Bengaluru,oxygen,23-09-2023,206,867,783,661,84,Low,33,69,12.943,77.5966,Bangalore Urban,Karnataka
TN_CMC,Christian Medical College,oxygen,07-05-2022,195,1162,1078,967,84,High,59,42,12.926,79.1356,Vellore,Tamil Nadu
PB_PGI,PGIMER Chandigarh,ventilator,07-08-2023,69,275,251,206,24,Medium,17,19,30.75,76.78,Chandigarh,Punjab
RJ_SMS,SMS Hospital Jaipur,ventilator,21-12-2016,41,81,67,40,13,Medium,10,13,26.9124,75.7873,Jaipur,Rajasthan
KA_NIMHANS,NIMHANS Bengaluru,bed,26-10-2016,425,884,855,459,29,High,13,26,12.943,77.5966,Bangalore Urban,Karnataka
UK_Haldwani,GMCH Haldwani,ambulance,08-04-2022,20,183,196,163,14,High,14,13,29.2183,79.5126,Nainital,Uttarakhand
JH_RIMS,RIMS Ranchi,ventilator,08-08-2017,65,305,280,240,25,High,10,23,23.3441,85.3096,Ranchi,Jharkhand
JH_RIMS,RIMS Ranchi,bed,27-09-2017,412,753,725,341,28,Low,23,12,23.3441,85.3096,Ranchi,Jharkhand
HP_IGMC,IGMC Shimla,bed,27-08-2021,388,710,644,322,66,Medium,18,48,31.1048,77.1734,Shimla,Himachal Pradesh
KL_MCH,Med Coll Thiruvananthapuram,bed,10-09-2021,416,918,860,502,58,Low,40,21,8.5241,76.9366,Thiruvananthapuram,Kerala
HP_IGMC,IGMC Shimla,bed,27-08-2021,388,710,644,322,66,Medium,18,48,31.1048,77.1734,Shimla,Himachal Pradesh
BR_PMCH,PMCH Patna,oxygen,25-03-2022,223,1368,1320,1145,48,Medium,21,41,25.61,85.1415,Patna,Bihar
WB_CMCH,Calcutta Medical College,bed,21-01-2022,377,1106,1076,729,30,Medium,15,24,22.5726,88.3639,Kolkata,West Bengal
MH_KEM,KEM Hospital,ambulance,08-03-2018,30,160,156,130,19,Medium,10,11,18.9782,72.8168,Mumbai,Maharashtra
HR_PGIMS,PGIMS Rohtak,ventilator,14-06-2021,52,223,207,171,17,Medium,15,12,28.8955,76.6066,Rohtak,Haryana
JH_RIMS,RIMS Ranchi,ambulance,21-02-2018,32,134,125,102,11,High,10,11,23.3441,85.3096,Ranchi,Jharkhand
GJ_Civil,Civil Hospital Ahmedabad,oxygen,28-09-2022,227,1142,1083,915,59,Low,32,59,23.0225,72.5714,Ahmedabad,Gujarat
GJ_Civil,Civil Hospital Ahmedabad,ambulance,02-12-2020,22,108,132,86,10,Low,10,10,23.0225,72.5714,Ahmedabad,Gujarat
MP_Hamidia,Hamidia Hospital Bhopal,bed,26-07-2015,408,964,919,556,45,Low,34,13,23.2599,77.4126,Bhopal,Madhya Pradesh
DL_AIIMS,AIIMS Delhi,ambulance,12-12-2024,26,75,81,49,10,Medium,10,10,28.5672,77.21,New Delhi,Delhi
CH_GMCH,GMCH Chandigarh,oxygen,06-12-2019,201,825,749,624,76,Medium,30,22,30.7333,76.7794,Chandigarh,Chandigarh
MP_Hamidia,Hamidia Hospital Bhopal,bed,15-02-2024,415,843,820,428,23,Medium,12,21,23.2599,77.4126,Bhopal,Madhya Pradesh
PB_PGI,PGIMER Chandigarh,ambulance,04-03-2019,24,149,147,125,11,Low,10,11,30.75,76.78,Chandigarh,Punjab
HP_IGMC,IGMC Shimla,oxygen,22-06-2020,231,468,418,237,50,High,48,29,31.1048,77.1734,Shimla,Himachal Pradesh
MH_KEM,KEM Hospital,oxygen,20-12-2017,210,636,582,426,54,High,39,20,18.9782,72.8168,Mumbai,Maharashtra
AS_Gauhati,Gauhati Medical College,bed,01-03-2016,411,1011,983,600,28,Low,28,19,26.1445,91.7362,Guwahati,Assam
RJ_SMS,SMS Hospital Jaipur,bed,09-03-2020,375,683,659,308,24,Low,15,19,26.9124,75.7873,Jaipur,Rajasthan
HP_IGMC,IGMC Shimla,ventilator,23-10-2016,44,121,115,77,11,Low,11,10,31.1048,77.1734,Shimla,Himachal Pradesh
BR_PMCH,PMCH Patna,ventilator,11-04-2022,105,314,303,209,11,Medium,10,11,25.61,85.1415,Patna,Bihar
TS_Gandhi,Gandhi Hospital Hyderabad,oxygen,26-12-2021,214,421,407,207,14,High,13,11,17.385,78.4867,Hyderabad,Telangana
KL_MCH,Med Coll Thiruvananthapuram,oxygen,24-03-2022,189,851,793,662,58,Low,50,56,8.5241,76.9366,Thiruvananthapuram,Kerala
DL_AIIMS,AIIMS Delhi,ambulance,01-07-2015,27,119,137,92,19,Medium,18,12,28.5672,77.21,New Delhi,Delhi
OR_SCB,SCB Med Coll Cuttack,ventilator,09-11-2015,24,227,246,203,26,Medium,12,15,20.4625,85.8828,Cuttack,Odisha
HP_IGMC,IGMC Shimla,ambulance,01-04-2020,31,90,107,59,12,Medium,10,11,31.1048,77.1734,Shimla,Himachal Pradesh
KA_NIMHANS,NIMHANS Bengaluru,bed,10-12-2021,422,951,939,529,12,Low,11,11,12.943,77.5966,Bangalore Urban,Karnataka
JH_RIMS,RIMS Ranchi,ambulance,21-02-2018,32,134,125,102,11,High,10,11,23.3441,85.3096,Ranchi,Jharkhand
JH_RIMS,RIMS Ranchi,oxygen,27-02-2017,216,850,784,634,66,Medium,54,61,23.3441,85.3096,Ranchi,Jharkhand
HR_PGIMS,PGIMS Rohtak,bed,28-08-2022,359,844,833,485,11,Low,10,11,28.8955,76.6066,Rohtak,Haryana
BR_PMCH,PMCH Patna,ventilator,22-07-2019,107,303,279,196,24,Low,17,20,25.61,85.1415,Patna,Bihar
HP_IGMC,IGMC Shimla,ambulance,03-01-2024,30,61,76,31,16,Low,13,15,31.1048,77.1734,Shimla,Himachal Pradesh
TN_CMC,Christian Medical College,bed,24-01-2015,378,784,734,406,50,Low,28,22,12.926,79.1356,Vellore,Tamil Nadu
UK_Haldwani,GMCH Haldwani,ambulance,08-04-2022,20,183,196,163,14,High,14,13,29.2183,79.5126,Nainital,Uttarakhand
MH_KEM,KEM Hospital,oxygen,04-01-2023,212,763,684,551,79,Low,73,51,18.9782,72.8168,Mumbai,Maharashtra
PB_PGI,PGIMER Chandigarh,oxygen,02-04-2021,179,382,309,203,73,High,63,40,30.75,76.78,Chandigarh,Punjab
RJ_SMS,SMS Hospital Jaipur,ambulance,24-04-2020,21,100,115,79,16,Medium,10,16,26.9124,75.7873,Jaipur,Rajasthan
TN_CMC,Christian Medical College,bed,24-02-2022,383,959,929,576,30,Low,16,17,12.926,79.1356,Vellore,Tamil Nadu
WB_CMCH,Calcutta Medical College,ventilator,05-11-2016,32,143,147,111,28,Low,17,23,22.5726,88.3639,Kolkata,West Bengal
TS_Gandhi,Gandhi Hospital Hyderabad,oxygen,14-04-2022,217,632,592,415,40,Medium,40,26,17.385,78.4867,Hyderabad,Telangana
MP_Hamidia,Hamidia Hospital Bhopal,bed,23-10-2022,393,1155,1108,762,47,Low,10,31,23.2599,77.4126,Bhopal,Madhya Pradesh
HP_IGMC,IGMC Shimla,ventilator,23-05-2018,38,287,278,249,28,Low,16,27,31.1048,77.1734,Shimla,Himachal Pradesh
RJ_SMS,SMS Hospital Jaipur,ventilator,17-11-2024,43,111,114,68,30,Low,17,11,26.9124,75.7873,Jaipur,Rajasthan
JH_RIMS,RIMS Ranchi,bed,02-06-2015,413,725,670,312,55,High,54,25,23.3441,85.3096,Ranchi,Jharkhand
UK_Haldwani,GMCH Haldwani,oxygen,06-09-2015,197,763,719,566,44,Medium,34,41,29.2183,79.5126,Nainital,Uttarakhand
OR_SCB,SCB Med Coll Cuttack,ventilator,19-02-2016,28,138,153,110,26,Low,26,20,20.4625,85.8828,Cuttack,Odisha
DL_AIIMS,AIIMS Delhi,bed,01-07-2023,384,946,876,562,70,High,19,37,28.5672,77.21,New Delhi,Delhi
GJ_Civil,Civil Hospital Ahmedabad,bed,06-01-2018,428,839,798,411,41,Medium,30,29,23.0225,72.5714,Ahmedabad,Gujarat
PB_PGI,PGIMER Chandigarh,oxygen,23-04-2022,172,715,661,543,54,Low,19,36,30.75,76.78,Chandigarh,Punjab
DL_AIIMS,AIIMS Delhi,ambulance,12-12-2024,26,75,81,49,10,Medium,10,10,28.5672,77.21,New Delhi,Delhi
KL_MCH,Med Coll Thiruvananthapuram,oxygen,11-09-2019,191,793,761,602,32,Low,23,19,8.5241,76.9366,Thiruvananthapuram,Kerala
OR_SCB,SCB Med Coll Cuttack,bed,25-11-2017,399,1210,1195,811,15,Medium,11,11,20.4625,85.8828,Cuttack,Odisha
UP_SGPGIMS,SGPGIMS Lucknow,ventilator,09-01-2023,56,298,275,242,23,Low,13,22,26.8467,80.9462,Lucknow,Uttar Pradesh
WB_CMCH,Calcutta Medical College,oxygen,16-04-2021,195,400,347,205,53,Medium,10,20,22.5726,88.3639,Kolkata,West Bengal
BR_PMCH,PMCH Patna,ventilator,05-03-2023,105,279,267,174,12,Low,10,12,25.61,85.1415,Patna,Bihar
KA_NIMHANS,NIMHANS Bengaluru,ambulance,25-06-2024,30,57,75,27,12,Low,12,10,12.943,77.5966,Bangalore Urban,Karnataka
JH_RIMS,RIMS Ranchi,bed,08-03-2020,409,670,636,261,34,Medium,14,24,23.3441,85.3096,Ranchi,Jharkhand
HP_IGMC,IGMC Shimla,oxygen,23-09-2016,231,351,164,120,79,Low,27,27,31.1048,77.1734,Shimla,Himachal Pradesh
MP_Hamidia,Hamidia Hospital Bhopal,ambulance,18-08-2021,20,70,75,51,16,High,16,16,23.2599,77.4126,Bhopal,Madhya Pradesh
RJ_SMS,SMS Hospital Jaipur,ventilator,13-07-2023,49,223,217,174,11,Medium,11,10,26.9124,75.7873,Jaipur,Rajasthan
KA_NIMHANS,NIMHANS Bengaluru,ambulance,01-08-2018,26,132,152,106,13,High,12,10,12.943,77.5966,Bangalore Urban,Karnataka
UP_SGPGIMS,SGPGIMS Lucknow,ambulance,20-02-2018,20,147,173,127,20,Medium,16,16,26.8467,80.9462,Lucknow,Uttar Pradesh
TS_Gandhi,Gandhi Hospital Hyderabad,oxygen,18-02-2015,216,470,446,254,24,High,22,14,17.385,78.4867,Hyderabad,Telangana
UP_SGPGIMS,SGPGIMS Lucknow,oxygen,26-03-2024,197,890,840,693,50,Low,46,12,26.8467,80.9462,Lucknow,Uttar Pradesh
RJ_SMS,SMS Hospital Jaipur,oxygen,20-06-2015,215,631,588,416,43,Low,35,15,26.9124,75.7873,Jaipur,Rajasthan
OR_SCB,SCB Med Coll Cuttack,bed,27-02-2018,391,1244,1210,853,34,Low,23,26,20.4625,85.8828,Cuttack,Odisha
GJ_Civil,Civil Hospital Ahmedabad,ventilator,21-11-2016,21,81,96,60,30,Medium,12,13,23.0225,72.5714,Ahmedabad,Gujarat
WB_CMCH,Calcutta Medical College,ambulance,19-03-2017,32,120,133,88,18,Low,13,15,22.5726,88.3639,Kolkata,West Bengal
HP_IGMC,IGMC Shimla,oxygen,06-06-2015,235,493,468,258,25,Medium,19,21,31.1048,77.1734,Shimla,Himachal Pradesh
HR_PGIMS,PGIMS Rohtak,bed,26-06-2023,375,816,791,441,25,Medium,14,13,28.8955,76.6066,Rohtak,Haryana
MH_KEM,KEM Hospital,oxygen,09-03-2020,205,501,441,296,60,Medium,14,28,18.9782,72.8168,Mumbai,Maharashtra
UP_SGPGIMS,SGPGIMS Lucknow,bed,09-05-2017,440,1104,1085,664,19,Low,18,13,26.8467,80.9462,Lucknow,Uttar Pradesh
CH_GMCH,GMCH Chandigarh,ambulance,12-02-2024,20,58,81,39,18,Low,16,10,30.7333,76.7794,Chandigarh,Chandigarh
DL_AIIMS,AIIMS Delhi,ambulance,15-01-2021,26,85,84,59,10,Low,10,10,28.5672,77.21,New Delhi,Delhi
KL_MCH,Med Coll Thiruvananthapuram,ambulance,09-06-2024,20,61,78,41,15,Low,15,13,8.5241,76.9366,Thiruvananthapuram,Kerala
AS_Gauhati,Gauhati Medical College,ambulance,09-10-2015,25,111,127,86,19,Low,17,19,26.1445,91.7362,Guwahati,Assam
TS_Gandhi,Gandhi Hospital Hyderabad,bed,15-09-2022,401,936,888,535,48,High,20,19,17.385,78.4867,Hyderabad,Telangana
WB_CMCH,Calcutta Medical College,bed,21-12-2019,380,1076,1013,696,63,Low,43,37,22.5726,88.3639,Kolkata,West Bengal
BR_PMCH,PMCH Patna,bed,19-12-2024,432,695,631,263,64,Low,48,27,25.61,85.1415,Patna,Bihar
TN_CMC,Christian Medical College,ventilator,03-10-2024,39,135,136,96,30,Medium,28,14,12.926,79.1356,Vellore,Tamil Nadu
KA_NIMHANS,NIMHANS Bengaluru,ambulance,25-06-2024,30,57,75,27,12,Low,12,10,12.943,77.5966,Bangalore Urban,Karnataka
UP_SGPGIMS,SGPGIMS Lucknow,ventilator,02-02-2020,46,206,191,160,15,High,11,15,26.8467,80.9462,Lucknow,Uttar Pradesh
RJ_SMS,SMS Hospital Jaipur,ventilator,02-08-2018,48,212,201,164,15,Low,12,10,26.9124,75.7873,Jaipur,Rajasthan
TS_Gandhi,Gandhi Hospital Hyderabad,ambulance,19-11-2020,29,104,98,75,15,Low,13,10,17.385,78.4867,Hyderabad,Telangana
KL_MCH,Med Coll Thiruvananthapuram,oxygen,01-03-2016,189,378,297,189,81,Medium,42,40,8.5241,76.9366,Thiruvananthapuram,Kerala
RJ_SMS,SMS Hospital Jaipur,oxygen,17-01-2020,215,588,539,373,49,High,46,13,26.9124,75.7873,Jaipur,Rajasthan
RJ_SMS,SMS Hospital Jaipur,ambulance,11-08-2022,22,188,196,166,12,Low,12,11,26.9124,75.7873,Jaipur,Rajasthan
GJ_Civil,Civil Hospital Ahmedabad,ambulance,11-07-2015,22,119,146,97,11,Low,11,11,23.0225,72.5714,Ahmedabad,Gujarat
PB_PGI,PGIMER Chandigarh,bed,06-08-2016,378,578,445,200,24,Low,21,20,30.75,76.78,Chandigarh,Punjab
CH_GMCH,GMCH Chandigarh,oxygen,14-07-2024,191,415,370,224,45,Low,30,23,30.7333,76.7794,Chandigarh,Chandigarh
OR_SCB,SCB Med Coll Cuttack,ambulance,07-05-2016,31,50,39,20,18,Low,16,10,20.4625,85.8828,Cuttack,Odisha
UP_SGPGIMS,SGPGIMS Lucknow,ventilator,11-02-2021,46,191,195,145,19,Low,13,13,26.8467,80.9462,Lucknow,Uttar Pradesh
DL_AIIMS,AIIMS Delhi,ambulance,27-09-2018,28,149,150,121,13,High,13,13,28.5672,77.21,New Delhi,Delhi
UP_SGPGIMS,SGPGIMS Lucknow,oxygen,08-03-2019,190,1194,1140,1004,54,Medium,24,40,26.8467,80.9462,Lucknow,Uttar Pradesh
MH_KEM,KEM Hospital,ventilator,17-10-2022,66,380,354,314,26,Low,16,12,18.9782,72.8168,Mumbai,Maharashtra
AS_Gauhati,Gauhati Medical College,oxygen,11-04-2017,234,916,890,682,26,Low,26,16,26.1445,91.7362,Guwahati,Assam
